Bueno,12653,70,ブエノスアイレス,"Buenos Aires. ブエノスアイレス. アルゼンチンの首都. ラ･プラタ川Río de la Plata(銀の川)に面し,都市圏人口1,300万人. スペイン語でbuenos良いaires空気の意",,2
buff,7583,160,バフ,打撃. ～狂. (熱狂的な)ファン,,
buffalo,4965,306,バッファロー,野牛. 水牛 2. (B-)バッファロー市(ニューヨーク州),549,72
buffer,1709,1323,バッファ,"緩衝域, 　-を置く",416,
buffered,9730,107,緩衝,bufferされた. 緩衝材をおかれた ,416,
buffet,10822,90,ビュッフェ,打撃. (風波･運命の)翻弄. 打つ. 食器棚. ビュッフェ･立食　(人名 は別綴. cf. Warren Buffett),175,39
Buffett,12550,71,バフェット,Warren E. Buffett. ウォーレン･バフェット. 世界最大の投資会社バークシャー･ハサウェイの経営者. オマハの賢人(Oracle of Omaha) と呼ばれる,175,98
Buffista,1830,1234,Buffista,Television series Buffy the Vampire Slayer. テレビ番組の名  ,,43
buffoon,27590,18,道化師,道化師. バカ. fool. 道化,547,25
buffoonery,50313,5,おどけ,おどけ. clowning,547,25
buffoonish,38763,9,道化師の,道化(師)の. おどけ者の,547,25
Buffy,442,5322,強そうな女性,「強い女の子」の俗語. 米国のテレビ番組. Elizabethの愛称. 淡黄色の ,,43
bug,3215,577,バグ,虫. ナンキンムシ. 微生物. バイ菌. 熱狂家. 欠陥点. 盗聴器. 盗聴する. いらいらさせる. 困惑させる,541,74
bugaboo,40852,8,心配の種,お化け. 恐ろしい化け物. 2. 怖いもの. 心配の種. 3. 鼻くそ. 鼻汁,727,9
bugbear,61960,3,バグベア,(悪い子を食べてしまうという)お化け. (しばしば根拠のない)こわいもの,,9
bugger,19238,35,嫌なやつ,嫌なやつ･こと. くそっ. ちくしょう,,
bugging,15027,53,盗聴,盗聴すること,674,
buggy,18064,39,バギー,虫だらけの. 1頭立ての. 2輪馬車. 自動車. バギー. うば車. (俗)気が狂った. ,541,31
bugle,32594,13,ラッパ,らっぱを吹く. ラッパ(無弁の. 有弁のラッパはtrumpet),539,
Buick,15371,51,ビュイック,ビュイック. 車名 ,,41
build,486,4905,ビルド,建てる. つくる,,53
builder,8469,135,大工,大工. 工務店,,
building,625,3954,建物,建物,,53
buildup,16859,44,築き上げる,(兵力･体力･産業)増強. 強化. (資材)蓄積. (物語)盛りあがり. 交通渋滞,,
bulb,7725,155,電球,真空管. 電球. 球根,,
bulbous,43408,7,球根状の,球根状の,,69
bulbul,50313,5,ブルブル,ヒヨドリ,,72
Bulgaria,21758,28,ブルガリア,ブルガリア共和国 Republic of Bulgaria. 東ヨーロッパの国. バルカン半島に位置し首都はソフィア,,1
Bulgarian,28448,17,ブルガリア語,ブルガリア語(の) ,,1
bulge,11863,78,バルジ,ふくらませる. 膨らむ. ふくらみ. ふくらむ. 出っ張る,,
bulk,4696,333,バルク,大部分. ばら荷. 大半. 大きいかさ. 巨大な量,695,50
bulky,14243,58,バルキー,かさばった,695,50
bull,3892,438,雄牛,乱暴なことをする. がっしりした男. 頑固な. 強気筋. 2. 雄牛. 雄. 3. ブルドック,549,72
bulldog,16191,47,ブルドッグ,ブルドッグ(のような). 強引な男. (Oxford Cambridge大学の)学生監の巡視者. 牛の角をとらえてひねり倒す,,
bulldoze,35353,11,整地する,整地する. おどしつける. ごり押しする. ブルドーザーでならす,,
bulldozer,19875,33,ブルドーザー,ブルドーザー. 脅迫者,,
bullet,4764,326,弾丸,弾丸,,
bulletin,7085,179,会報,公報,,
bulletproof,32594,13,防弾の,防弾の,,
bullfight,14564,56,闘牛,闘牛,,
bullfighter,50313,5,闘牛士,闘牛士,,25
bullfrog,14243,58,ウシガエル,ウシガエル. 食用ガエル,255,72
bullhorn,40852,8,拡声器,ハンドマイク. 携帯拡声器(= loud-hailer). (軍艦の)拡声器,,52
bullion,32594,13,金塊,金塊. 銀塊. 純金･純銀の延べ棒. 純金. 金モール,,
bullish,22636,26,強気の,雄牛のような. 頑固な. (株式市場)楽観的な. 強気筋の,,
bullock,15956,48,去勢牛,去勢牛. 去勢雄ウシ. 去性雄ウシ,549,72
bullpen,8026,146,ブルペン,牛の囲い場. 飯場. ブタ箱. (仮)留置場. 2. (野球)ブルペン. 救援投手,,46
bullshit,8876,125,でたらめ,嘘. でたらめ. ナンセンス. 心にもないことを言う,,
bully,6909,186,いじめっ子,いじめる. いじめっ子,342,
bulwark,25431,21,防波堤,防波堤. とりで. とりでのようなもの(人). 砦. 堡塁. 防護者. 防壁,598,
bum,11863,78,なまけ者,のらくら者. 浮浪人(tramp). なまけ者. ルンペン. 飲んだくれ. くだらない. 値打ちのない,,
bumble,19238,35,しくじる,もごもごしゃべる(=mumble),809,
bumblebee,30344,15,マルハナバチ,マルハナバチ,,74
bumbling,46471,6,失敗ばかりしている,へまをしがちな. (演説者が)ぱっとしない. (政策などが)無策な. へま,,
bummed,19536,34,がっかり,がっかりした ,909,82
bummer,15027,53,残念なこと,嫌な(不愉快な)こと(体験). 失望. 失敗,793,
bump,6204,220,バンプ,どすんと当てる. 衝突. ドスン. 衝突の音,,30
bumper,9018,122,バンパー,バンパー,,41
bumpkin,40852,8,いなか者,バンプキン. (いなか出の)ぶこつ者,,25
bumptious,46471,6,bumptious,傲慢な. 横柄な. でしゃばりの,406,
bumpy,19875,33,バンピー,(道路)でこぼこの. (車･旅行)がたつく,,41
bun,12344,73,ロールパン,(女性の)束髪,,
bunch,2141,1012,バンチ,仲間. 一団. 群. (果物などの)房,945,
bund,32594,13,堤防,海岸通り. 築堤. 堤防. (punt平底小船. ラグビー等でボールが地に着く前に蹴ること. bunt野球のバント. band帯. 楽団. bund海岸通り),788,
bundle,4641,339,バンドル,大金. 包み. 束. 固まり. 大量. 小包,556,
bung,43408,7,栓,栓. 栓をする. うそ. 一撃. 醸造者. パブの主人. 盲腸. 肛門,,79
bungalow,17075,43,バンガロー,バンガロー,,
bungee,23649,24,バンジー,バンジージャンプ ,,46
bungle,19875,33,不手際,やりそこなう. へま(をする). しくじる. しくじり,,
bunk,9203,118,寝台,(船･列車の)寝だな. 寝台. ごまかし. 逃亡. ごろ寝する,,41
bunker,9072,121,バンカー,船の燃料庫,999,41
bunny,5460,265,バニー,(俗)プレイガール. うさぎちゃん,,31
bunt,13521,63,バント,(野球)バント. (punt平底小船. ラグビー等でボールが地に着く前に蹴ること. bunt野球のバント. band帯. 楽団. bund海岸通り),788,46
bunting,40852,8,ホオジロ,1. 旗布. (慶祝などのための)細長い旗. 吹き流し. まん幕. 2. (主に米)(乳児用の)おくるみ. 3. ホオジロ類の小鳥,,72
buoy,14085,59,ブイ,浮標. ブイ,,
buoyancy,35353,11,浮力,浮揚. 快活. (相場の)騰貴傾向,,
buoyant,22163,27,浮揚性の,弾むような. 軽快な. 回復力のある. 楽天的な,,
bur,40852,8,いが,(クリなどの)いが. いがをつける植物. くっついて離れない人(物),,69
Burbank,18353,38,バーバンク,バーバンク. カリフォルニア州ロサンゼルス郡の都市,,2
Burberry,20527,31,バーバリー,バーバリー(イギリスの服飾メーカー名) ,,96
burble,35353,11,ゴボゴボという音,さらさら音をたてる,,30
burden,2601,771,負担,責任. 負担. 義務. 荷. 心配. 重荷. 積載力. 荷物はこび. (重)荷を負わす,,
burdensome,18064,39,厄介な,やっかいな,,
burdock,40852,8,ゴボウ,ゴボウ,,71
bureau,3097,610,ビューロー,官庁の局. 事務局(an information bureau案内所). 化粧ダンス,,
bureaucracy,5835,242,官僚,官僚政治. 官僚主義. 官僚制. 官僚社会,,18
bureaucrat,8567,132,官僚,官僚,,
bureaucratic,9115,120,官僚的な,お役所的な. 官僚的な. 官僚. 官僚政治の,,
bureaus,30344,15,支局,支局 ,,
burg,32594,13,ブルク,(独語他に由来). 市. 町. (地名接尾辞の一種. 単語のあとにつけ場所を表す),,27
burgeon,11328,84,新芽,発芽する. 急速に発展する. 芽. 若枝,,
burger,6454,207,バーガー,ハンバーガー. 2. かすり傷,,39
burgess,36956,10,バージェス,市長. 市民. 選出代議士,,21
burgher,50313,5,中産階級,公民. 市民,,
burglar,13664,62,強盗,泥棒. 強盗,997,13
burglarize,55144,4,盗む,押し入り強盗をする,997,13
burglary,14085,59,強盗,夜盗行為. 強盗. 泥棒,997,13
burgle,50313,5,強盗にはいる,夜盗する,997,13
Burgundy,15956,48,ブルゴーニュ,ブルゴーニュ地方(フランス南部)  2. (b-)バーガンディワイン  3. (b-)バーガンディ色(暗褐色),,2
burial,7819,152,埋葬,葬式. 埋葬. 墓,705,
burk,20184,32,バーク,とんま. うすのろ. 嫌な奴,842,
burke,10986,88,握りつぶす,締め殺す. (議案などを)握りつぶす. (うわさなどを)もみ消す,,
Burkina,55144,4,ブルキナファソ,"ブルキナ･ファソ Burkina Faso(ブルキナは高潔な人,ファソは祖国の意). アフリカ中西部の内陸国(海がない)",,1
burl,43408,7,こぶ,"節. 試してみること. やってみること. トライ. (cf. バールbar. 大工道具,工具の一種は別語)",177,52
burlap,46471,6,黄麻布,バーラップ. 黄麻布,,36
burlesque,29384,16,バーレスク,パロディ. 漫画. おどけた. 道化の. 戯作的な,,
Burlington,17312,42,バーリントン,バーリントン. オンタリオ州やバーモント州の都市,,2
burly,24198,23,たくましい　,たくましい. がんじょうな. がっしりとした. 身体の大きい,695,50
Burma,14726,55,ビルマ,ビルマ(現ミャンマー連邦),,1
Burmese,19238,35,ビルマ語,ビルマ語 ,,1
burn,1951,1139,燃やす,燃やす. 火傷,999,91
burner,11169,86,バーナー,バーナー,,
burning,4798,323,バーニング,燃える,999,
burnish,33910,12,磨く,磨く,,
burnout,28448,17,バーンアウト,全焼. 焼損. 仕事のストレスによる肉体的あるいは精神的な疲労,999,
burnt,13521,63,焼け,燃やした. 焼けた,999,
burp,26829,19,げっぷ,げっぷ. げっぷをする,641,78
burr,19875,33,バリ,いが. 荒い削り面. バリ,,
Burrell,3892,438,バレル,"バレル(人名). (barrel,容積の単位は別綴り)",,98
burrito,17075,43,ブリトー,ブリトー(肉・チーズなどを小麦粉のトルティーヤで包んだメキシコ料理),,39
burro,30344,15,小型のロバ,小型のロバ ,,
burrow,20527,31,巣穴,に穴を掘る. (うさぎの)穴. 潜伏する,,
bursa,31439,14,滑液嚢,滑液嚢,,78
burst,4365,370,バースト,突発する. 破裂する. 破壊する. 充満する. 感情の爆発. 裂く. 爆発する. 急に起こる. 押さえ切れない. 破裂した,829,
Burton,6243,218,バートン,"バートン(人名),　2. (船上用)軽滑車",,98
Burundi,38763,9,ブルンジ,ブルンジ共和国 Republic of Burundi,,1
bury,3298,559,埋める,没頭させる. ～隠す. を埋める. を埋葬する. を忘れる,893,
bus,1770,1281,バス,バス,,41
Busch,12653,70,ブッシュ,Anheuser-Busch Companies. Inc. アンハイザー･ブッシュ. 米国の大手ビール会社. (ブッシュ米元大統領はBush),,96
Bush,410,5700,ブッシュ,George Bush ジョージ･ブッシュ米国元大統領. 共和党. 父子で第41代. 第43代大統領を務めた. 2. やぶ･草むら. (trees and bushes高木と低木). ,,98
bushel,21344,29,ブッシェル,"ヤード･ポンド法における体積(容積)の単位. 液体の計量には用いられず,乾量,特に穀物の計量に用いられる. 約35 リットル",,50
Bushman,28448,17,ブッシュマン,ブッシュマン(アフリカ南部の先住民･遊牧民). ブッシュマン語. オーストラリア奥地の居住者. 猟師. きこり. 2. 人名(苗字),,5
bushy,33910,12,ふさふさした,しげみのような. 毛がふさふさした,,
busier,29384,16,忙しい　,忙しい ,,
busiest,11863,78,最も忙しい　,最も忙しい　,,
busily,24198,23,忙しく,忙しく,,
business,298,7708,ビジネス,ビジネス. 仕事,,25
businesslike,26084,20,ビジネスライク,実務的な,,
businessman,5548,260,ビジネスマン,ビジネスマン. 実業家. 実務家,,
buss,55144,4,キス,(愛情表現)キス. キスをする,,
bust,6522,204,バスト,(女性の)胸部. 破裂させる. 破産させる. 追っ払う. 飲みすぎ. 強打. 失敗,,79
busted,12787,69,壊れた,壊れた ,,
buster,17075,43,バスター,ベビーブームのあとの世代の人. 破壊する人. (よびかけで)おい,743,
bustle,13952,60,喧騒,忙しく動き回る. にぎわい. 活発に動く,482,
bustling,9544,111,賑やか,せわしい. 騷がしい. ざわめいた,502,
busty,43408,7,胸が大きい,いい胸をした. 胸が大きい. ボインの,,79
busy,2325,912,忙しい　,いそがしい,,
busybody,35353,11,おせっかい焼き,世話好きな人,304,
busyness,50313,5,忙しさ,多忙. 忙しくすること. 忙しさ,,
but,18,115609,しかし,しかし. であるが. ～以外の. except,,
butch,14085,59,ブッチ,男役のレズ. 筋骨たくましい. 頑丈そうな体格の. 駄目にする. 台無しにする,765,
butcher,8066,145,肉屋,畜殺する. 屠殺者. 肉屋. 殺戮者,,
butchery,40852,8,肉屋,屠殺. 肉屋. 屠殺業. 殺生. ぶちこわし. 虐殺. だいなしの大へま,,
butler,7417,166,バトラー,執事. バトラー,,
butt,4798,323,バット,(獣が)角で激しく突く. (俗)尻. けつ. つつく,,31
butte,31439,14,ビュート,ビュート(米国西部の平原に孤立する周囲の切り立った丘),,
butter,4070,411,バター,バター,,
buttercream,26084,20,バタークリーム,バタークリーム ,,
buttercup,36956,10,キンポウゲ,キンポウゲ(春に美しい花をつける植物),,69
buttered,28448,17,バター,バターを塗った ,,
butterfly,8604,131,蝶,蝶. チョウ. バタフライ(水泳),,74
buttermilk,25431,21,バターミルク,バターを採った後の牛乳,,39
butterscotch,28448,17,バタースコッチ,バターボール(バター入りキャンデー),,
buttery,23649,24,バターのような,ぶどう酒類貯蔵室. 食料品貯蔵室. (UK英)学生にビール･パン･果物などを売る部屋,856,
buttock,46471,6,尻,お尻(の肉). しりの片方,,79
buttocks,22163,27,尻,尻. ケツ(やや下品な言い方 ,,79
button,3324,551,ボタン,ボタン. 襟章. バッジ. (cf. batonバトン･警棒),,36
buttress,17075,43,バットレス,控え壁. 支え. 強化する. 支持する. 扶壁. 支持するもの. 飛び出した部分,,
buxom,36956,10,肉付きがいい,肉付きがいい,,
buy,304,7514,購入,買う,,
buyback,28448,17,買い戻し,買い戻し,,
buyer,3867,442,バイヤー,買い手,,
buying,8836,126,買い取り,買収 ,,
buyout,16610,45,買収,買い占め,,
buzz,5668,252,ブンブン,がやがや言う. ざわめき. 音. ブンブン. ハチの音. ブザーで呼ぶ,,75
buzzard,25431,21,ノスリ,ヒメコンドル. ノスリの類,,72
buzzed,26829,19,酔っぱらって,酔っぱらって ,,
buzzer,27590,18,ブザー,ブザー. 汽笛. サイレン. ブンブンいう虫,,
buzzword,19875,33,決まり文句,決まり文句. 宣伝文句. キャッチフレーズ. (商売上･仲間内などの)専門語,,
by,21,99089,によって,そばに. (接近)←接触はしない,,
bye,3097,610,さようなら,さよなら,,30
bygone,19238,35,過ぎ去った,過ぎ去った. 骨董品. Let bygones be bygones. 過去は過去. 過去は水に流せ,,
bylaw,30344,15,条例,条例. 副定款. 内規,,
byline,17555,41,署名欄,(記事タイトルの下の)筆者名を記す行. 署名記事を書く. 副業. アルバイト,,
bypass,6129,225,バイパス,迂回する. バイパス,,
bypassed,18918,36,バイパス,バイパス ,,
byproduct,16859,44,副産物,副産物 ,,
bystander,14880,54,バイスタンダー,傍観者. 見物人,,
byte,27590,18,バイト,"情報量の単位. 1バイトは2進数の8桁,即ち8ビット(bit)を意味する",519,95
byway,33910,12,バイウェイ,わき道,,
byword,36956,10,決まり文句,通り言葉. はやりことば,,35
Byzantine,7339,169,ビザンチン様式の,ビザンチン様式の. Byzantiumの. 東ローマ帝国の,,10
Byzantium,22636,26,ビザンチウム,"Byzantiumビザンチウム(BC657年ギリシャ建),Constantinopleコンスタンチノープル(AD330ローマ帝国コンスタンティヌス帝建),Istanbulイスタンブール(1923トルコ建)",,2
c,142,14631,c,アルファベットのc. 例示時 C as Charlie. ,,35
CA,179,12040,CA,California カリフォルニア州. 2. カナダ 他,,4
cab,6555,202,タクシー,タクシー,,
cabal,26829,19,徒党,(政治的な)秘密結社. 陰謀. 徒党. 同人グループ,350,19
caballero,43408,7,カバレロ,(スペイン語)紳士. 騎士. 乗馬者,,34
cabana,35353,11,カバナ,(海辺やプールサイドの)簡易更衣所. 小屋,,
cabaret,12550,71,キャバレー,キャバレー,,
cabbage,14243,58,キャベツ,キャベツ,,71
cabbie,46471,6,タクシー運転手,(俗)タクシー運転手,,25
cabby,43408,7,タクシー運転手,(俗)タクシーの運転手,,25
Cabernet,16610,45,カベルネ,カベルネ･ソーヴィニヨン(フランスのワインの名),,39
cabin,5530,261,キャビン,キャビン. 小屋. 船室,,
cabinet,3713,467,キャビネット,キャビネット. 飾り戸棚. 箱. 私室. 閣議室. 秘密の. 2. (C-)内閣,,21
cable,1932,1153,ケーブル,有線テレビ. ケーブル,,95
cacao,24198,23,カカオ,カカオ,,71
cache,15548,50,貯蔵所,貯蔵所. 貯蔵物. 隠し場. 隠してある貴重品. (cf. cash. 現金),,
cachet,16407,46,名声,封印. 公認の印. 品質保証表,,
cackle,22163,27,おしゃべり,やかましいおしゃべり. きゃっきゃっと鳴く. クワックワッ. めんどりの鳴き声,725,75
CaCl,10623,93,塩,塩化カルシウム. 融雪剤や家庭用の除湿剤に使われる ,,87
CaCO,12344,73,炭酸カルシウム,炭酸カルシウム ,,87
cacodylate,20184,32,カコジル酸塩,カコジル酸塩 ,,87
cacophonous,46471,6,耳障りな,不協和音の,727,82
cacophony,27590,18,耳障りな音,不協和音. 不快な音調. ごろの悪さ,727,82
cactus,16191,47,サボテン,サボテン,,69
cad,16859,44,下劣な男,育ちの悪い男. ごろつき. 不良. 手伝いの人. 地元の人. 町の少年,,
cadaver,19875,33,死体,死体(特に解剖･研究用),511,81
caddie,24827,22,キャディー,ゴルフのキャディー,,
caddy,28448,17,キャディー,茶筒. 小形容器. caddie,,
cadence,22163,27,ケイデンス,拍子. 韻律. 下降調. 音. リズミカルな音. 楽章の終止法,,
cadet,18625,37,士官候補生,士官学校生,,
Cadillac,9253,117,キャデラック,キャデラック(米国GM社製自動車),,41
cadmium,28448,17,カドミウム,カドミウム(金属元素),,57
cadre,16610,45,幹部,構造. 組織. 骨組み. 幹部. 中核,,
caenorhabditis,13263,65,線虫,線虫(特に土壌中の線虫は農業に被害を与える) ,995,85
Caesar,9843,105,シーザー,Gaius Iulius Cæsarユリウス･シーザー(カエサル). BC100生. 共和政ローマ期に終身独裁官となり帝政の基礎を築いた. 「賽は投げられた」等で有名,,98
cafe,5651,253,カフェ,喫茶店,,39
cafeteria,7688,156,カフェテリア,カフェテリア,,
caffeine,9387,114,カフェイン,カフェイン,,87
caftan,33910,12,カフタン,カフタン. カフタン風のドレス. 長袖で丈の長いゆったりした部屋着,,
CAG,13521,63,CAG,cerebral angiography. 脳血管造影,,92
cage,3412,528,ケージ,骨組み. 鳥篭. 監獄. ゴール. かご(にいれる). (ボール･パックを)ゴールにいれる,,
caged,19875,33,かごに入れられた,ケージ(かご)に入れられた ,,
cagey,30344,15,用心深い　,抜け目のない,,
cagily,50313,5,慎重に,注意深く. 慎重に. 抜け目なく. 自分(の意見･立場)を表に出さずに,650,
cahoots,29384,16,共謀,共謀 ,,
caiman,92134,1,カイマン,カイマン. 小型のワニ. caymanとも綴る. (cf. crocodile(アフリカ･アジア･アメリカ産. 下あごの歯は口を閉じてもはみ出す). alligator(北米産). caiman(中南米産). 人を襲うのは主にcrocodile),111,72
Cain,26829,19,カイン,カイン. AdamとEveの長男. 弟Abelを殺したとされる. 兄弟殺し他に転用される(聖書),113,98
cairn,18918,36,ケルン,ケルン(記念塚),,
Cairo,8373,137,カイロ,"カイロ. エジプトの首都. アフリカ,アラブ世界で最も人口の多い都市. アラブ連盟の本部所在地でアラブ文化圏の中心都市",,2
cajole,28448,17,なだめる,甘言でだます. 丸め込む,656,
Cajun,15752,49,ケイジャン,ケイジャン. アケイディアン(Acadian)の訛り. Louisiana州に住むAcadia人の子孫,101,5
cake,3933,431,ケーキ,ケーキ,,
cakewalk,55144,4,簡単なこと,ステップダンスの一種. (ケーキを賞品とするアメリカ黒人の)歩きぶり競技. 朝飯前,,67
cal,12344,73,CAL,カロリー. calorie,535,50
calabash,46471,6,ヒョウタン,ヒョウタン(製品･打楽器),,45
calamitous,31439,14,悲惨な,災難を伴う. 不幸な. 災難の多い. いたましい,991,82
calamity,16191,47,災​​難,不幸な出来事. 災難,,
calbindin,23649,24,カルビンジン,カルビンジン. ビタミンD依存性のタンパクとして中枢神経系に多く存在する,,87
calcareous,92134,1,石灰質の,カルシウム分の土地,,71
calcineurin,18064,39,カルシニューリン,"カルシニューリン. 細胞内シグナル伝達に関るタンパク質. 高等動物から酵母まで全生物細胞にある. 高等動物では一部の免疫抑制剤の標的とし,免疫系で重要な役割を持つ",,88
calcium,2801,702,カルシウム,カルシウム(金属元素),,57
calculate,1174,2057,計算する,計算する. を計算する. 予測する. 見積もる. 想像する. 適合させる,573,54
calculation,2794,705,計算,勘定. 計算. 予測,573,54
calculator,16407,46,電卓,計算機,,
calculus,12442,72,微積分学,石. 結石. 2. 計算法. 3. 微積分学,573,54
Calcutta,14085,59,カルカッタ,"Calcutta(現Kolkata)カルカッタ. インド東部の大都市. 2001年に本来の名コルカタに変えられたが,まだCalcuttaが使われている",,2
caldera,22636,26,カルデラ,カルデラ,,
calendar,4599,343,カレンダー,カレンダー(calenderはミススペル),,61
calf,7116,178,幼獣,"子牛. 2. カバ,サイ,クジラ,シカ,ゾウ,アザラシなどの幼獣. 3. ふくらはぎ",549,76
Calgary,24827,22,カルガリー,"カルガリー. カナダアルバータ州の大都市. カルガリー･スタンピード(家畜･群集の暴走)で知られ,「Cowtown」とも呼ばれる",,2
caliber,13139,66,口径,能力. 価値. 直径. 銃などの口径,,50
calibrate,11080,87,調整する,に目盛りをつける. 較正する. 目盛りを決める,,
calibration,8499,134,目盛り測定,目盛り. 検量. 測定,,
calibrator,55144,4,校正器,内径(目盛り)測定器,,
calibre,40852,8,口径,(caliberの英国式綴)才能. 銃などの口径,,23
calico,38763,9,更紗,キャラコ(インド産の平織りの綿布). 更紗. 2. calico cat 三毛猫(tortoiseshell cat),,36
Calif,3599,488,カリフォルニア州,カリフォルニア州の略,,4
California,944,2588,カリフォルニア州,"カリフォルニア州,CA",,4
Californian,10237,99,カリフォルニアの,カリフォルニアの住民,,5
caliper,32594,13,キャリパー,カリパス. ノギス(2面の間の厚さ･距離を測る工具). はさみ虫のはさみ,,52
Caliph,30344,15,カリフ,"カリフ(イスラーム共同体の最高指導者,ハリハとも言う). 旧トルコ皇帝 Sultan の称号としても使われる",,6
Caliphate,28448,17,カリフの地位,カリフの地位 ,,6
call,122,18271,コー​​ル,呼ぶ. 電話をする. を呼ぶ. 召集する. 呼び集める. 通話. (cf. call. cole. coal. kohl),542,
calla,38763,9,カラ,(サトイモ科)カラ. ミズイモ,,69
Calle,7786,153,カーレ(ベニス),狭い通路(特にベニスの).  2. 自転車メーカー名,,2
called,30344,15,と呼ばれる,と呼ばれる ,,
caller,6743,193,呼び出し側,訪問者,,
calligrapher,50313,5,書道家,書家. 代書人. 能筆家. 筆耕,,25
calligraphic,50313,5,能書の,書道の. 能筆の,,
calligraphy,19536,34,書道,能書. 能筆. 書道. 書法,,
calling,13391,64,呼び出し,職業. 転職. 点呼. 召集,,
calliphora,26084,20,calliphora,オオクロバエ ,,
callosum,12442,72,脳梁,脳梁(のうりょう). 左右の大脳半球をつなぐ(交連線維の)太い束,,79
callous,18918,36,冷淡な,たこのできた. (皮膚などの)堅くなった. 無感覚な. 思いやりのない. 冷淡な,593,78
callously,50313,5,無情に,冷淡に,593,82
callow,24827,22,キャロウ,未熟な. うぶな. 羽毛がまだ生えない. 青二才の,448,
callus,13139,66,カルス,たこ. 魚の目. (cf. corn). 皮膚硬結,641,91
calm,4126,403,穏やかな,落ち着いた. 静める. 冷静な. 平穏な. 静かな. 無風の. 穏やかな,,62
calmer,19238,35,穏やか,穏やか ,,
calming,18353,38,心を落ち着かせる,心を落ち着かせる ,,
calmly,14243,58,静かに,静かに,,
calmness,50313,5,静けさ,静かさ. 沈着. 平穏. 冷静,,
calmodulin,5603,256,カルモジュリン,"カルモジュリンカルシウム結合タンパク質. (多種類のタンパク質に制御を行うため,様々な細胞機能に影響を与える)",,87
caloric,14564,56,カロリーの,熱の. カロリーの,,
calorie,5620,255,カロリー,カロリー. 熱量,,
Caltech,17075,43,カリフォルニア工科大学,カリフォルニア工科大学 ,,26
calumny,55144,4,中傷,"中傷, 誹謗",622,
Calvin,10369,97,カルバン,ジャン･カルビン. Jean Calvin. フランスの神学者. 1509生,,98
calypso,31439,14,カリプソ,カリプソ(西インド諸島の即興的民謡),,45
calyx,92134,1,花の萼(ガク),花の萼(ガク),,69
cam,6220,219,カム,カム. 円形でないディスク. シリンダー,,52
camaraderie,19875,33,仲間意識,友情,945,
Cambodia,11328,84,カンボジア,カンボジア王国 Kingdom of Cambodia,,1
Cambodian,18064,39,カンボジアの,カンボジアの ,,1
Cambridge,4828,320,ケンブリッジ,ケンブリッジ大学. イギリスの名門大学. ロンドンの北100キロ弱のケンブリッジに所在. ノーベル賞受賞者数はトップ,,26
camcorder,29384,16,ビデオカメラ,カムコーダー. カメラ一体型VTR,,
camel,7688,156,ラクダ,"ラクダ. 駱駝(cf. dromedaryまたはArabian camel,ヒトコブラクダ. bactrian camelフタコブラクダ)",141,72
camellia,46471,6,ツバキ,ツバキ. 椿(つばき),,69
cameo,13521,63,カメオ,カメオ(瑪瑙･大理石･貝殻などに横顔を浮き彫りにした装身具),,
camera,2076,1055,カメラ,カメラ,,52
cameraman,17555,41,カメラマン,写真家,,43
Cameron,7969,148,キャメロン,キャメロン. David William D Cameron英国. (2005年12月保守党党首). 英国首相(2010-),,98
Cameroon,40852,8,カメルーン,"カメルーン共和国 Republic of Cameroon. 西にナイジェリアに接し,南西部が大西洋のギニア湾に面する. 人口約2000万. 公用語は仏･英語. 英連邦加盟国",,1
Camii,23138,25,ジャミイ,"ジャーミー,イスラム教の寺院(Mosque)",,6
CaMKII,24198,23,CaMKIIの,calmodulin-dependent protein kinase カルモジュリン依存性キナーゼ. 1日の活動時間を一定に保つ体内時計に関わるリン酸化酵素,,88
camouflage,16859,44,カモフラージュ,カムフラージュ. 迷彩. 偽装,322,
camp,895,2733,キャンプ,キャンプ. 軍隊生活. 陣営. (男が)なよなよした. 同性愛の,,
campaign,658,3760,キャンペーン,キャンペーン. 運動. 軍事行動. 政治運動. 競争. 作戦行動. 従軍. 勧誘. 遊説(する),,
campaigner,20527,31,運動家,運動員,,
campaigning,10423,96,キャンペーン,キャンペーン ,,
campanile,25431,21,鐘楼,(特に教会の本堂から離れて建てられた)鐘楼,,
Campbell,7276,172,キャンベル,キャンベル(人名),,98
camper,7819,152,キャンピングカー,キャンパー. キャンピングカー(和製英語),,41
campfire,19238,35,キャンプファイア,キャンプファイア,,
campground,16610,45,キャンプ場,キャンプ場. 野営地,,
camphor,61960,3,樟脳,樟脳/ camphor tree 楠(クスノキ). 樟(クス),,87
camping,35353,11,キャンプ,キャンプ生活. 野営,,
campsite,15548,50,キャンプ場,キャンプ場,,
camptothecin,24198,23,カンプトテシン,カンプトテシン(CPT)は細胞毒性のあるアルカロイド(Alkaloid). DNA酵素の働きを阻害する. 抗がん剤として中国原生のカンレンボクの樹皮と幹から単離された,,88
campus,2826,691,キャンパス,キャンパス. 校庭. (cf. canvas. canvass. campus),364,
campy,19238,35,同性愛の,(男が)なよなよした. 同性愛の,,84
can,49,47505,缶,できる. (能力･許可･依頼･可能性). 缶,,
Canaan,46471,6,カナン,カナンの地(Palestine). (神が約束した)楽園,,6
Canada,2049,1071,カナダ,カナダ Canada,,1
Canadian,2653,752,カナダの,カナダ(人)の. カナダ人,,1
canal,4137,402,運河,運河,,
canalyze,16610,45,canalyze,解析する,,
